 initial abundance for selected isotopes
 2595   0.00000E+00  XE179
 2596   0.00000E+00  XE180
 2597   0.00000E+00  XE181
 2598   0.00000E+00  XE182
 2599   0.00000E+00  CS106
 2600   0.00000E+00  CS107
 2601   0.00000E+00  CS108
 2602   0.00000E+00  CS109
 2603   0.00000E+00  CS110
 2604   0.00000E+00  CS111
 2605   0.00000E+00  CS112
 2606   0.00000E+00  CS113
 2607   0.00000E+00  CS114
 2608   0.00000E+00  CS115
 2609   0.00000E+00  CS116
 2610   0.00000E+00  CS117
 2611   0.00000E+00  CS118
 2612   0.00000E+00  CS119
 2613   0.00000E+00  CS120
 2614   0.00000E+00  CS121
 2615   0.00000E+00  CS122
 2616   0.00000E+00  CS123
 2617   0.00000E+00  CS124
 2618   0.00000E+00  CS125
 2619   0.00000E+00  CS126
 2620   0.00000E+00  CS127
 2621   0.00000E+00  CS128
 2622   0.00000E+00  CS129
 2623   0.00000E+00  CS130
 2624   0.00000E+00  CS131
 2625   0.00000E+00  CS132
 2626   0.00000E+00  CS133
 2627   0.00000E+00  CS134
 2628   0.00000E+00  CS135
 2629   0.00000E+00  CS136
 2630   0.00000E+00  CS137
 2631   0.00000E+00  CS138
 2632   0.00000E+00  CS139
 2633   0.00000E+00  CS140
 2634   0.00000E+00  CS141
 2635   0.00000E+00  CS142
 2636   0.00000E+00  CS143
 2637   0.00000E+00  CS144
 2638   0.00000E+00  CS145
 2639   0.00000E+00  CS146
 2640   0.00000E+00  CS147
 2641   0.00000E+00  CS148
 2642   0.00000E+00  CS149
 2643   0.00000E+00  CS150
 2644   0.00000E+00  CS151
 2645   0.00000E+00  CS152
 2646   0.00000E+00  CS153
 2647   0.00000E+00  CS154
 2648   0.00000E+00  CS155
 2649   0.00000E+00  CS156
 2650   0.00000E+00  CS157
 2651   0.00000E+00  CS158
 2652   0.00000E+00  CS159
 2653   0.00000E+00  CS160
 2654   0.00000E+00  CS161
 2655   0.00000E+00  CS162
 2656   0.00000E+00  CS163
 2657   0.00000E+00  CS164
 2658   0.00000E+00  CS165
 2659   0.00000E+00  CS166
 2660   0.00000E+00  CS167
 2661   0.00000E+00  CS168
 2662   0.00000E+00  CS169
 2663   0.00000E+00  CS170
 2664   0.00000E+00  CS171
 2665   0.00000E+00  CS172
 2666   0.00000E+00  CS173
 2667   0.00000E+00  CS174
 2668   0.00000E+00  CS175
 2669   0.00000E+00  CS176
 2670   0.00000E+00  CS177
 2671   0.00000E+00  CS178
 2672   0.00000E+00  CS179
 2673   0.00000E+00  CS180
 2674   0.00000E+00  CS181
 2675   0.00000E+00  CS182
 2676   0.00000E+00  CS183
 2677   0.00000E+00  CS184
 2678   0.00000E+00  CS185
 2679   0.00000E+00  BA108
 2680   0.00000E+00  BA109
 2681   0.00000E+00  BA110
 2682   0.00000E+00  BA111
 2683   0.00000E+00  BA112
 2684   0.00000E+00  BA113
 2685   0.00000E+00  BA114
 2686   0.00000E+00  BA115
 2687   0.00000E+00  BA116
 2688   0.00000E+00  BA117
 2689   0.00000E+00  BA118
 2690   0.00000E+00  BA119
 2691   0.00000E+00  BA120
 2692   0.00000E+00  BA121
 2693   0.00000E+00  BA122
 2694   0.00000E+00  BA123
 2695   0.00000E+00  BA124
 2696   0.00000E+00  BA125
 2697   0.00000E+00  BA126
 2698   0.00000E+00  BA127
 2699   0.00000E+00  BA128
 2700   0.00000E+00  BA129
 2701   0.00000E+00  BA130
 2702   0.00000E+00  BA131
 2703   0.00000E+00  BA132
 2704   0.00000E+00  BA133
 2705   0.00000E+00  BA134
 2706   0.00000E+00  BA135
 2707   0.00000E+00  BA136
 2708   0.00000E+00  BA137
 2709   0.00000E+00  BA138
 2710   0.00000E+00  BA139
 2711   0.00000E+00  BA140
 2712   0.00000E+00  BA141
 2713   0.00000E+00  BA142
 2714   0.00000E+00  BA143
 2715   0.00000E+00  BA144
 2716   0.00000E+00  BA145
 2717   0.00000E+00  BA146
 2718   0.00000E+00  BA147
 2719   0.00000E+00  BA148
 2720   0.00000E+00  BA149
 2721   0.00000E+00  BA150
 2722   0.00000E+00  BA151
 2723   0.00000E+00  BA152
 2724   0.00000E+00  BA153
 2725   0.00000E+00  BA154
 2726   0.00000E+00  BA155
 2727   0.00000E+00  BA156
 2728   0.00000E+00  BA157
 2729   0.00000E+00  BA158
 2730   0.00000E+00  BA159
 2731   0.00000E+00  BA160
 2732   0.00000E+00  BA161
 2733   0.00000E+00  BA162
 2734   0.00000E+00  BA163
 2735   0.00000E+00  BA164
 2736   0.00000E+00  BA165
 2737   0.00000E+00  BA166
 2738   0.00000E+00  BA167
 2739   0.00000E+00  BA168
 2740   0.00000E+00  BA169
 2741   0.00000E+00  BA170
 2742   0.00000E+00  BA171
 2743   0.00000E+00  BA172
 2744   0.00000E+00  BA173
 2745   0.00000E+00  BA174
 2746   0.00000E+00  BA175
 2747   0.00000E+00  BA176
 2748   0.00000E+00  BA177
 2749   0.00000E+00  BA178
 2750   0.00000E+00  BA179
 2751   0.00000E+00  BA180
 2752   0.00000E+00  BA181
 2753   0.00000E+00  BA182
 2754   0.00000E+00  BA183
 2755   0.00000E+00  BA184
 2756   0.00000E+00  BA185
 2757   0.00000E+00  BA186
 2758   0.00000E+00  BA187
 2759   0.00000E+00  BA188
 2760   0.00000E+00  BA189
 2761   0.00000E+00  LA110
 2762   0.00000E+00  LA111
 2763   0.00000E+00  LA112
 2764   0.00000E+00  LA113
 2765   0.00000E+00  LA114
 2766   0.00000E+00  LA115
 2767   0.00000E+00  LA116
 2768   0.00000E+00  LA117
 2769   0.00000E+00  LA118
 2770   0.00000E+00  LA119
 2771   0.00000E+00  LA120
 2772   0.00000E+00  LA121
 2773   0.00000E+00  LA122
 2774   0.00000E+00  LA123
 2775   0.00000E+00  LA124
 2776   0.00000E+00  LA125
 2777   0.00000E+00  LA126
 2778   0.00000E+00  LA127
 2779   0.00000E+00  LA128
 2780   0.00000E+00  LA129
 2781   0.00000E+00  LA130
 2782   0.00000E+00  LA131
 2783   0.00000E+00  LA132
 2784   0.00000E+00  LA133
 2785   0.00000E+00  LA134
 2786   0.00000E+00  LA135
 2787   0.00000E+00  LA136
 2788   0.00000E+00  LA137
 2789   0.00000E+00  LA138
 2790   0.00000E+00  LA139
 2791   0.00000E+00  LA140
 2792   0.00000E+00  LA141
 2793   0.00000E+00  LA142
 2794   0.00000E+00  LA143
 2795   0.00000E+00  LA144
 2796   0.00000E+00  LA145
 2797   0.00000E+00  LA146
 2798   0.00000E+00  LA147
 2799   0.00000E+00  LA148
 2800   0.00000E+00  LA149
 2801   0.00000E+00  LA150
 2802   0.00000E+00  LA151
 2803   0.00000E+00  LA152
 2804   0.00000E+00  LA153
 2805   0.00000E+00  LA154
 2806   0.00000E+00  LA155
 2807   0.00000E+00  LA156
 2808   0.00000E+00  LA157
 2809   0.00000E+00  LA158
 2810   0.00000E+00  LA159
 2811   0.00000E+00  LA160
 2812   0.00000E+00  LA161
 2813   0.00000E+00  LA162
 2814   0.00000E+00  LA163
 2815   0.00000E+00  LA164
 2816   0.00000E+00  LA165
 2817   0.00000E+00  LA166
 2818   0.00000E+00  LA167
 2819   0.00000E+00  LA168
 2820   0.00000E+00  LA169
 2821   0.00000E+00  LA170
 2822   0.00000E+00  LA171
 2823   0.00000E+00  LA172
 2824   0.00000E+00  LA173
 2825   0.00000E+00  LA174
 2826   0.00000E+00  LA175
 2827   0.00000E+00  LA176
 2828   0.00000E+00  LA177
 2829   0.00000E+00  LA178
 2830   0.00000E+00  LA179
 2831   0.00000E+00  LA180
 2832   0.00000E+00  LA181
 2833   0.00000E+00  LA182
 2834   0.00000E+00  LA183
 2835   0.00000E+00  LA184
 2836   0.00000E+00  LA185
 2837   0.00000E+00  LA186
 2838   0.00000E+00  LA187
 2839   0.00000E+00  LA188
 2840   0.00000E+00  LA189
 2841   0.00000E+00  LA190
 2842   0.00000E+00  LA191
 2843   0.00000E+00  LA192
 2844   0.00000E+00  CE113
 2845   0.00000E+00  CE114
 2846   0.00000E+00  CE115
 2847   0.00000E+00  CE116
 2848   0.00000E+00  CE117
 2849   0.00000E+00  CE118
 2850   0.00000E+00  CE119
 2851   0.00000E+00  CE120
 2852   0.00000E+00  CE121
 2853   0.00000E+00  CE122
 2854   0.00000E+00  CE123
 2855   0.00000E+00  CE124
 2856   0.00000E+00  CE125
 2857   0.00000E+00  CE126
 2858   0.00000E+00  CE127
 2859   0.00000E+00  CE128
 2860   0.00000E+00  CE129
 2861   0.00000E+00  CE130
 2862   0.00000E+00  CE131
 2863   0.00000E+00  CE132
 2864   0.00000E+00  CE133
 2865   0.00000E+00  CE134
 2866   0.00000E+00  CE135
 2867   0.00000E+00  CE136
 2868   0.00000E+00  CE137
 2869   0.00000E+00  CE138
 2870   0.00000E+00  CE139
 2871   0.00000E+00  CE140
 2872   0.00000E+00  CE141
 2873   0.00000E+00  CE142
 2874   0.00000E+00  CE143
 2875   0.00000E+00  CE144
 2876   0.00000E+00  CE145
 2877   0.00000E+00  CE146
 2878   0.00000E+00  CE147
 2879   0.00000E+00  CE148
 2880   0.00000E+00  CE149
 2881   0.00000E+00  CE150
 2882   0.00000E+00  CE151
 2883   0.00000E+00  CE152
 2884   0.00000E+00  CE153
 2885   0.00000E+00  CE154
 2886   0.00000E+00  CE155
 2887   0.00000E+00  CE156
 2888   0.00000E+00  CE157
 2889   0.00000E+00  CE158
 2890   0.00000E+00  CE159
 2891   0.00000E+00  CE160
 2892   0.00000E+00  CE161
 2893   0.00000E+00  CE162
 2894   0.00000E+00  CE163
 2895   0.00000E+00  CE164
 2896   0.00000E+00  CE165
 2897   0.00000E+00  CE166
 2898   0.00000E+00  CE167
 2899   0.00000E+00  CE168
 2900   0.00000E+00  CE169
 2901   0.00000E+00  CE170
 2902   0.00000E+00  CE171
 2903   0.00000E+00  CE172
 2904   0.00000E+00  CE173
 2905   0.00000E+00  CE174
 2906   0.00000E+00  CE175
 2907   0.00000E+00  CE176
 2908   0.00000E+00  CE177
 2909   0.00000E+00  CE178
 2910   0.00000E+00  CE179
 2911   0.00000E+00  CE180
 2912   0.00000E+00  CE181
 2913   0.00000E+00  CE182
 2914   0.00000E+00  CE183
 2915   0.00000E+00  CE184
 2916   0.00000E+00  CE185
 2917   0.00000E+00  CE186
 2918   0.00000E+00  CE187
 2919   0.00000E+00  CE188
 2920   0.00000E+00  CE189
 2921   0.00000E+00  CE190
 2922   0.00000E+00  CE191
 2923   0.00000E+00  CE192
 2924   0.00000E+00  CE193
 2925   0.00000E+00  CE194
 2926   0.00000E+00  CE195
 2927   0.00000E+00  PR115
 2928   0.00000E+00  PR116
 2929   0.00000E+00  PR117
 2930   0.00000E+00  PR118
 2931   0.00000E+00  PR119
 2932   0.00000E+00  PR120
 2933   0.00000E+00  PR121
 2934   0.00000E+00  PR122
 2935   0.00000E+00  PR123
 2936   0.00000E+00  PR124
 2937   0.00000E+00  PR125
 2938   0.00000E+00  PR126
 2939   0.00000E+00  PR127
 2940   0.00000E+00  PR128
 2941   0.00000E+00  PR129
 2942   0.00000E+00  PR130
 2943   0.00000E+00  PR131
 2944   0.00000E+00  PR132
 2945   0.00000E+00  PR133
 2946   0.00000E+00  PR134
 2947   0.00000E+00  PR135
 2948   0.00000E+00  PR136
 2949   0.00000E+00  PR137
 2950   0.00000E+00  PR138
 2951   0.00000E+00  PR139
 2952   0.00000E+00  PR140
 2953   0.00000E+00  PR141
 2954   0.00000E+00  PR142
 2955   0.00000E+00  PR143
 2956   0.00000E+00  PR144
 2957   0.00000E+00  PR145
 2958   0.00000E+00  PR146
 2959   0.00000E+00  PR147
 2960   0.00000E+00  PR148
 2961   0.00000E+00  PR149
 2962   0.00000E+00  PR150
 2963   0.00000E+00  PR151
 2964   0.00000E+00  PR152
 2965   0.00000E+00  PR153
 2966   0.00000E+00  PR154
 2967   0.00000E+00  PR155
 2968   0.00000E+00  PR156
 2969   0.00000E+00  PR157
 2970   0.00000E+00  PR158
 2971   0.00000E+00  PR159
 2972   0.00000E+00  PR160
 2973   0.00000E+00  PR161
 2974   0.00000E+00  PR162
 2975   0.00000E+00  PR163
 2976   0.00000E+00  PR164
 2977   0.00000E+00  PR165
 2978   0.00000E+00  PR166
 2979   0.00000E+00  PR167
 2980   0.00000E+00  PR168
 2981   0.00000E+00  PR169
 2982   0.00000E+00  PR170
 2983   0.00000E+00  PR171
 2984   0.00000E+00  PR172
 2985   0.00000E+00  PR173
 2986   0.00000E+00  PR174
 2987   0.00000E+00  PR175
 2988   0.00000E+00  PR176
 2989   0.00000E+00  PR177
 2990   0.00000E+00  PR178
 2991   0.00000E+00  PR179
 2992   0.00000E+00  PR180
 2993   0.00000E+00  PR181
 2994   0.00000E+00  PR182
 2995   0.00000E+00  PR183
 2996   0.00000E+00  PR184
 2997   0.00000E+00  PR185
 2998   0.00000E+00  PR186
 2999   0.00000E+00  PR187
 3000   0.00000E+00  PR188
 3001   0.00000E+00  PR189
 3002   0.00000E+00  PR190
 3003   0.00000E+00  PR191
 3004   0.00000E+00  PR192
 3005   0.00000E+00  PR193
 3006   0.00000E+00  PR194
 3007   0.00000E+00  PR195
 3008   0.00000E+00  PR196
 3009   0.00000E+00  PR197
 3010   0.00000E+00  PR198
 3011   0.00000E+00  ND118
 3012   0.00000E+00  ND119
 3013   0.00000E+00  ND120
 3014   0.00000E+00  ND121
 3015   0.00000E+00  ND122
 3016   0.00000E+00  ND123
 3017   0.00000E+00  ND124
 3018   0.00000E+00  ND125
 3019   0.00000E+00  ND126
 3020   0.00000E+00  ND127
 3021   0.00000E+00  ND128
 3022   0.00000E+00  ND129
 3023   0.00000E+00  ND130
 3024   0.00000E+00  ND131
 3025   0.00000E+00  ND132
 3026   0.00000E+00  ND133
 3027   0.00000E+00  ND134
 3028   0.00000E+00  ND135
 3029   0.00000E+00  ND136
 3030   0.00000E+00  ND137
 3031   0.00000E+00  ND138
 3032   0.00000E+00  ND139
 3033   0.00000E+00  ND140
 3034   0.00000E+00  ND141
 3035   0.00000E+00  ND142
 3036   0.00000E+00  ND143
 3037   0.00000E+00  ND144
 3038   0.00000E+00  ND145
 3039   0.00000E+00  ND146
 3040   0.00000E+00  ND147
 3041   0.00000E+00  ND148
 3042   0.00000E+00  ND149
 3043   0.00000E+00  ND150
 3044   0.00000E+00  ND151
 3045   0.00000E+00  ND152
 3046   0.00000E+00  ND153
 3047   0.00000E+00  ND154
 3048   0.00000E+00  ND155
 3049   0.00000E+00  ND156
 3050   0.00000E+00  ND157
 3051   0.00000E+00  ND158
 3052   0.00000E+00  ND159
 3053   0.00000E+00  ND160
 3054   0.00000E+00  ND161
 3055   0.00000E+00  ND162
 3056   0.00000E+00  ND163
 3057   0.00000E+00  ND164
 3058   0.00000E+00  ND165
 3059   0.00000E+00  ND166
 3060   0.00000E+00  ND167
 3061   0.00000E+00  ND168
 3062   0.00000E+00  ND169
 3063   0.00000E+00  ND170
 3064   0.00000E+00  ND171
 3065   0.00000E+00  ND172
 3066   0.00000E+00  ND173
 3067   0.00000E+00  ND174
 3068   0.00000E+00  ND175
 3069   0.00000E+00  ND176
 3070   0.00000E+00  ND177
 3071   0.00000E+00  ND178
 3072   0.00000E+00  ND179
 3073   0.00000E+00  ND180
 3074   0.00000E+00  ND181
 3075   0.00000E+00  ND182
 3076   0.00000E+00  ND183
 3077   0.00000E+00  ND184
 3078   0.00000E+00  ND185
 3079   0.00000E+00  ND186
 3080   0.00000E+00  ND187
 3081   0.00000E+00  ND188
 3082   0.00000E+00  ND189
 3083   0.00000E+00  ND190
 3084   0.00000E+00  ND191
 3085   0.00000E+00  ND192
 3086   0.00000E+00  ND193
 3087   0.00000E+00  ND194
 3088   0.00000E+00  ND195
 3089   0.00000E+00  ND196
 3090   0.00000E+00  ND197
 3091   0.00000E+00  ND198
 3092   0.00000E+00  ND199
 3093   0.00000E+00  ND200
 3094   0.00000E+00  ND201
 3095   0.00000E+00  PM120
 3096   0.00000E+00  PM121
 3097   0.00000E+00  PM122
 3098   0.00000E+00  PM123
 3099   0.00000E+00  PM124
 3100   0.00000E+00  PM125
 3101   0.00000E+00  PM126
 3102   0.00000E+00  PM127
 3103   0.00000E+00  PM128
 3104   0.00000E+00  PM129
 3105   0.00000E+00  PM130
 3106   0.00000E+00  PM131
 3107   0.00000E+00  PM132
 3108   0.00000E+00  PM133
 3109   0.00000E+00  PM134
 3110   0.00000E+00  PM135
 3111   0.00000E+00  PM136
 3112   0.00000E+00  PM137
 3113   0.00000E+00  PM138
 3114   0.00000E+00  PM139
 3115   0.00000E+00  PM140
 3116   0.00000E+00  PM141
 3117   0.00000E+00  PM142
 3118   0.00000E+00  PM143
 3119   0.00000E+00  PM144
 3120   0.00000E+00  PM145
 3121   0.00000E+00  PM146
 3122   0.00000E+00  PM147
 3123   0.00000E+00  PM148
 3124   0.00000E+00  PM149
 3125   0.00000E+00  PM150
 3126   0.00000E+00  PM151
 3127   0.00000E+00  PM152
 3128   0.00000E+00  PM153
 3129   0.00000E+00  PM154
 3130   0.00000E+00  PM155
 3131   0.00000E+00  PM156
 3132   0.00000E+00  PM157
 3133   0.00000E+00  PM158
 3134   0.00000E+00  PM159
 3135   0.00000E+00  PM160
 3136   0.00000E+00  PM161
 3137   0.00000E+00  PM162
 3138   0.00000E+00  PM163
 3139   0.00000E+00  PM164
 3140   0.00000E+00  PM165
 3141   0.00000E+00  PM166
 3142   0.00000E+00  PM167
 3143   0.00000E+00  PM168
 3144   0.00000E+00  PM169
 3145   0.00000E+00  PM170
 3146   0.00000E+00  PM171
 3147   0.00000E+00  PM172
 3148   0.00000E+00  PM173
 3149   0.00000E+00  PM174
 3150   0.00000E+00  PM175
 3151   0.00000E+00  PM176
 3152   0.00000E+00  PM177
 3153   0.00000E+00  PM178
 3154   0.00000E+00  PM179
 3155   0.00000E+00  PM180
 3156   0.00000E+00  PM181
 3157   0.00000E+00  PM182
 3158   0.00000E+00  PM183
 3159   0.00000E+00  PM184
 3160   0.00000E+00  PM185
 3161   0.00000E+00  PM186
 3162   0.00000E+00  PM187
 3163   0.00000E+00  PM188
 3164   0.00000E+00  PM189
 3165   0.00000E+00  PM190
 3166   0.00000E+00  PM191
 3167   0.00000E+00  PM192
 3168   0.00000E+00  PM193
 3169   0.00000E+00  PM194
 3170   0.00000E+00  PM195
 3171   0.00000E+00  PM196
 3172   0.00000E+00  PM197
 3173   0.00000E+00  PM198
 3174   0.00000E+00  PM199
 3175   0.00000E+00  PM200
 3176   0.00000E+00  PM201
 3177   0.00000E+00  PM202
 3178   0.00000E+00  PM203
 3179   0.00000E+00  PM204
 3180   0.00000E+00  PM205
 3181   0.00000E+00  SM123
 3182   0.00000E+00  SM124
 3183   0.00000E+00  SM125
 3184   0.00000E+00  SM126
 3185   0.00000E+00  SM127
 3186   0.00000E+00  SM128
 3187   0.00000E+00  SM129
 3188   0.00000E+00  SM130
 3189   0.00000E+00  SM131
 3190   0.00000E+00  SM132
 3191   0.00000E+00  SM133
 3192   0.00000E+00  SM134
 3193   0.00000E+00  SM135
 3194   0.00000E+00  SM136
 3195   0.00000E+00  SM137
 3196   0.00000E+00  SM138
 3197   0.00000E+00  SM139
 3198   0.00000E+00  SM140
 3199   0.00000E+00  SM141
 3200   0.00000E+00  SM142
 3201   0.00000E+00  SM143
 3202   0.00000E+00  SM144
 3203   0.00000E+00  SM145
 3204   0.00000E+00  SM146
 3205   0.00000E+00  SM147
 3206   0.00000E+00  SM148
 3207   0.00000E+00  SM149
 3208   0.00000E+00  SM150
 3209   0.00000E+00  SM151
 3210   0.00000E+00  SM152
 3211   0.00000E+00  SM153
 3212   0.00000E+00  SM154
 3213   0.00000E+00  SM155
 3214   0.00000E+00  SM156
 3215   0.00000E+00  SM157
 3216   0.00000E+00  SM158
 3217   0.00000E+00  SM159
 3218   0.00000E+00  SM160
 3219   0.00000E+00  SM161
 3220   0.00000E+00  SM162
 3221   0.00000E+00  SM163
 3222   0.00000E+00  SM164
 3223   0.00000E+00  SM165
 3224   0.00000E+00  SM166
 3225   0.00000E+00  SM167
 3226   0.00000E+00  SM168
 3227   0.00000E+00  SM169
 3228   0.00000E+00  SM170
 3229   0.00000E+00  SM171
 3230   0.00000E+00  SM172
 3231   0.00000E+00  SM173
 3232   0.00000E+00  SM174
 3233   0.00000E+00  SM175
 3234   0.00000E+00  SM176
 3235   0.00000E+00  SM177
 3236   0.00000E+00  SM178
 3237   0.00000E+00  SM179
 3238   0.00000E+00  SM180
 3239   0.00000E+00  SM181
 3240   0.00000E+00  SM182
 3241   0.00000E+00  SM183
 3242   0.00000E+00  SM184
 3243   0.00000E+00  SM185
 3244   0.00000E+00  SM186
 3245   0.00000E+00  SM187
 3246   0.00000E+00  SM188
 3247   0.00000E+00  SM189
 3248   0.00000E+00  SM190
 3249   0.00000E+00  SM191
 3250   0.00000E+00  SM192
 3251   0.00000E+00  SM193
 3252   0.00000E+00  SM194
 3253   0.00000E+00  SM195
 3254   0.00000E+00  SM196
 3255   0.00000E+00  SM197
 3256   0.00000E+00  SM198
 3257   0.00000E+00  SM199
 3258   0.00000E+00  SM200
 3259   0.00000E+00  SM201
 3260   0.00000E+00  SM202
 3261   0.00000E+00  SM203
 3262   0.00000E+00  SM204
 3263   0.00000E+00  SM205
 3264   0.00000E+00  SM206
 3265   0.00000E+00  SM207
 3266   0.00000E+00  SM208
 3267   0.00000E+00  EU125
 3268   0.00000E+00  EU126
 3269   0.00000E+00  EU127
 3270   0.00000E+00  EU128
 3271   0.00000E+00  EU129
 3272   0.00000E+00  EU130
 3273   0.00000E+00  EU131
 3274   0.00000E+00  EU132
 3275   0.00000E+00  EU133
 3276   0.00000E+00  EU134
 3277   0.00000E+00  EU135
 3278   0.00000E+00  EU136
 3279   0.00000E+00  EU137
 3280   0.00000E+00  EU138
 3281   0.00000E+00  EU139
 3282   0.00000E+00  EU140
 3283   0.00000E+00  EU141
 3284   0.00000E+00  EU142
 3285   0.00000E+00  EU143
 3286   0.00000E+00  EU144
 3287   0.00000E+00  EU145
 3288   0.00000E+00  EU146
 3289   0.00000E+00  EU147
 3290   0.00000E+00  EU148
 3291   0.00000E+00  EU149
 3292   0.00000E+00  EU150
 3293   0.00000E+00  EU151
 3294   0.00000E+00  EU152
 3295   0.00000E+00  EU153
 3296   0.00000E+00  EU154
 3297   0.00000E+00  EU155
 3298   0.00000E+00  EU156
 3299   0.00000E+00  EU157
 3300   0.00000E+00  EU158
 3301   0.00000E+00  EU159
 3302   0.00000E+00  EU160
 3303   0.00000E+00  EU161
 3304   0.00000E+00  EU162
 3305   0.00000E+00  EU163
 3306   0.00000E+00  EU164
 3307   0.00000E+00  EU165
 3308   0.00000E+00  EU166
 3309   0.00000E+00  EU167
 3310   0.00000E+00  EU168
 3311   0.00000E+00  EU169
 3312   0.00000E+00  EU170
 3313   0.00000E+00  EU171
 3314   0.00000E+00  EU172
 3315   0.00000E+00  EU173
 3316   0.00000E+00  EU174
 3317   0.00000E+00  EU175
 3318   0.00000E+00  EU176
 3319   0.00000E+00  EU177
 3320   0.00000E+00  EU178
 3321   0.00000E+00  EU179
 3322   0.00000E+00  EU180
 3323   0.00000E+00  EU181
 3324   0.00000E+00  EU182
 3325   0.00000E+00  EU183
 3326   0.00000E+00  EU184
 3327   0.00000E+00  EU185
 3328   0.00000E+00  EU186
 3329   0.00000E+00  EU187
 3330   0.00000E+00  EU188
 3331   0.00000E+00  EU189
 3332   0.00000E+00  EU190
 3333   0.00000E+00  EU191
 3334   0.00000E+00  EU192
 3335   0.00000E+00  EU193
 3336   0.00000E+00  EU194
 3337   0.00000E+00  EU195
 3338   0.00000E+00  EU196
 3339   0.00000E+00  EU197
 3340   0.00000E+00  EU198
 3341   0.00000E+00  EU199
 3342   0.00000E+00  EU200
 3343   0.00000E+00  EU201
 3344   0.00000E+00  EU202
 3345   0.00000E+00  EU203
 3346   0.00000E+00  EU204
 3347   0.00000E+00  EU205
 3348   0.00000E+00  EU206
 3349   0.00000E+00  EU207
 3350   0.00000E+00  EU208
 3351   0.00000E+00  EU209
 3352   0.00000E+00  EU210
 3353   0.00000E+00  EU211
 3354   0.00000E+00  GD128
 3355   0.00000E+00  GD129
 3356   0.00000E+00  GD130
 3357   0.00000E+00  GD131
 3358   0.00000E+00  GD132
 3359   0.00000E+00  GD133
 3360   0.00000E+00  GD134
 3361   0.00000E+00  GD135
 3362   0.00000E+00  GD136
 3363   0.00000E+00  GD137
 3364   0.00000E+00  GD138
 3365   0.00000E+00  GD139
 3366   0.00000E+00  GD140
 3367   0.00000E+00  GD141
 3368   0.00000E+00  GD142
 3369   0.00000E+00  GD143
 3370   0.00000E+00  GD144
 3371   0.00000E+00  GD145
 3372   0.00000E+00  GD146
 3373   0.00000E+00  GD147
 3374   0.00000E+00  GD148
 3375   0.00000E+00  GD149
 3376   0.00000E+00  GD150
 3377   0.00000E+00  GD151
 3378   0.00000E+00  GD152
 3379   0.00000E+00  GD153
 3380   0.00000E+00  GD154
 3381   0.00000E+00  GD155
 3382   0.00000E+00  GD156
 3383   0.00000E+00  GD157
 3384   0.00000E+00  GD158
 3385   0.00000E+00  GD159
 3386   0.00000E+00  GD160
 3387   0.00000E+00  GD161
 3388   0.00000E+00  GD162
 3389   0.00000E+00  GD163
 3390   0.00000E+00  GD164
 3391   0.00000E+00  GD165
 3392   0.00000E+00  GD166
 3393   0.00000E+00  GD167
 3394   0.00000E+00  GD168
 3395   0.00000E+00  GD169
 3396   0.00000E+00  GD170
 3397   0.00000E+00  GD171
 3398   0.00000E+00  GD172
 3399   0.00000E+00  GD173
 3400   0.00000E+00  GD174
 3401   0.00000E+00  GD175
 3402   0.00000E+00  GD176
 3403   0.00000E+00  GD177
 3404   0.00000E+00  GD178
 3405   0.00000E+00  GD179
 3406   0.00000E+00  GD180
 3407   0.00000E+00  GD181
 3408   0.00000E+00  GD182
 3409   0.00000E+00  GD183
 3410   0.00000E+00  GD184
 3411   0.00000E+00  GD185
 3412   0.00000E+00  GD186
 3413   0.00000E+00  GD187
 3414   0.00000E+00  GD188
 3415   0.00000E+00  GD189
 3416   0.00000E+00  GD190
 3417   0.00000E+00  GD191
 3418   0.00000E+00  GD192
 3419   0.00000E+00  GD193
 3420   0.00000E+00  GD194
 3421   0.00000E+00  GD195
 3422   0.00000E+00  GD196
 3423   0.00000E+00  GD197
 3424   0.00000E+00  GD198
 3425   0.00000E+00  GD199
 3426   0.00000E+00  GD200
 3427   0.00000E+00  GD201
 3428   0.00000E+00  GD202
 3429   0.00000E+00  GD203
 3430   0.00000E+00  GD204
 3431   0.00000E+00  GD205
 3432   0.00000E+00  GD206
 3433   0.00000E+00  GD207
 3434   0.00000E+00  GD208
 3435   0.00000E+00  GD209
 3436   0.00000E+00  GD210
 3437   0.00000E+00  GD211
 3438   0.00000E+00  GD212
 3439   0.00000E+00  GD213
 3440   0.00000E+00  GD214
 3441   0.00000E+00  TB130
 3442   0.00000E+00  TB131
 3443   0.00000E+00  TB132
 3444   0.00000E+00  TB133
 3445   0.00000E+00  TB134
 3446   0.00000E+00  TB135
 3447   0.00000E+00  TB136
 3448   0.00000E+00  TB137
 3449   0.00000E+00  TB138
 3450   0.00000E+00  TB139
 3451   0.00000E+00  TB140
 3452   0.00000E+00  TB141
 3453   0.00000E+00  TB142
 3454   0.00000E+00  TB143
 3455   0.00000E+00  TB144
 3456   0.00000E+00  TB145
 3457   0.00000E+00  TB146
 3458   0.00000E+00  TB147
 3459   0.00000E+00  TB148
 3460   0.00000E+00  TB149
 3461   0.00000E+00  TB150
 3462   0.00000E+00  TB151
 3463   0.00000E+00  TB152
 3464   0.00000E+00  TB153
 3465   0.00000E+00  TB154
 3466   0.00000E+00  TB155
 3467   0.00000E+00  TB156
 3468   0.00000E+00  TB157
