 initial abundance for selected isotopes
  888   0.00000E+00  CU 88
  889   0.00000E+00  CU 89
  890   0.00000E+00  CU 90
  891   0.00000E+00  CU 91
  892   0.00000E+00  CU 92
  893   0.00000E+00  CU 93
  894   0.00000E+00  CU 94
  895   0.00000E+00  CU 95
  896   0.00000E+00  CU 96
  897   0.00000E+00  CU 97
  898   0.00000E+00  CU 98
  899   0.00000E+00  CU 99
  900   0.00000E+00  CU100
  901   0.00000E+00  CU101
  902   0.00000E+00  CU102
  903   0.00000E+00  ZN 51
  904   0.00000E+00  ZN 52
  905   0.00000E+00  ZN 53
  906   0.00000E+00  ZN 54
  907   0.00000E+00  ZN 55
  908   0.00000E+00  ZN 56
  909   0.00000E+00  ZN 57
  910   0.00000E+00  ZN 58
  911   0.00000E+00  ZN 59
  912   0.00000E+00  ZN 60
  913   0.00000E+00  ZN 61
  914   0.00000E+00  ZN 62
  915   0.00000E+00  ZN 63
  916   0.00000E+00  ZN 64
  917   0.00000E+00  ZN 65
  918   0.00000E+00  ZN 66
  919   0.00000E+00  ZN 67
  920   0.00000E+00  ZN 68
  921   0.00000E+00  ZN 69
  922   0.00000E+00  ZN 70
  923   0.00000E+00  ZN 71
  924   0.00000E+00  ZN 72
  925   0.00000E+00  ZN 73
  926   0.00000E+00  ZN 74
  927   0.00000E+00  ZN 75
  928   0.00000E+00  ZN 76
  929   0.00000E+00  ZN 77
  930   0.00000E+00  ZN 78
  931   0.00000E+00  ZN 79
  932   0.00000E+00  ZN 80
  933   0.00000E+00  ZN 81
  934   0.00000E+00  ZN 82
  935   0.00000E+00  ZN 83
  936   0.00000E+00  ZN 84
  937   0.00000E+00  ZN 85
  938   0.00000E+00  ZN 86
  939   0.00000E+00  ZN 87
  940   0.00000E+00  ZN 88
  941   0.00000E+00  ZN 89
  942   0.00000E+00  ZN 90
  943   0.00000E+00  ZN 91
  944   0.00000E+00  ZN 92
  945   0.00000E+00  ZN 93
  946   0.00000E+00  ZN 94
  947   0.00000E+00  ZN 95
  948   0.00000E+00  ZN 96
  949   0.00000E+00  ZN 97
  950   0.00000E+00  ZN 98
  951   0.00000E+00  ZN 99
  952   0.00000E+00  ZN100
  953   0.00000E+00  ZN101
  954   0.00000E+00  ZN102
  955   0.00000E+00  ZN103
  956   0.00000E+00  ZN104
  957   0.00000E+00  ZN105
  958   0.00000E+00  GA 53
  959   0.00000E+00  GA 54
  960   0.00000E+00  GA 55
  961   0.00000E+00  GA 56
  962   0.00000E+00  GA 57
  963   0.00000E+00  GA 58
  964   0.00000E+00  GA 59
  965   0.00000E+00  GA 60
  966   0.00000E+00  GA 61
  967   0.00000E+00  GA 62
  968   0.00000E+00  GA 63
  969   0.00000E+00  GA 64
  970   0.00000E+00  GA 65
  971   0.00000E+00  GA 66
  972   0.00000E+00  GA 67
  973   0.00000E+00  GA 68
  974   0.00000E+00  GA 69
  975   0.00000E+00  GA 70
  976   0.00000E+00  GA 71
  977   0.00000E+00  GA 72
  978   0.00000E+00  GA 73
  979   0.00000E+00  GA 74
  980   0.00000E+00  GA 75
  981   0.00000E+00  GA 76
  982   0.00000E+00  GA 77
  983   0.00000E+00  GA 78
  984   0.00000E+00  GA 79
  985   0.00000E+00  GA 80
  986   0.00000E+00  GA 81
  987   0.00000E+00  GA 82
  988   0.00000E+00  GA 83
  989   0.00000E+00  GA 84
  990   0.00000E+00  GA 85
  991   0.00000E+00  GA 86
  992   0.00000E+00  GA 87
  993   0.00000E+00  GA 88
  994   0.00000E+00  GA 89
  995   0.00000E+00  GA 90
  996   0.00000E+00  GA 91
  997   0.00000E+00  GA 92
  998   0.00000E+00  GA 93
  999   0.00000E+00  GA 94
 1000   0.00000E+00  GA 95
 1001   0.00000E+00  GA 96
 1002   0.00000E+00  GA 97
 1003   0.00000E+00  GA 98
 1004   0.00000E+00  GA 99
 1005   0.00000E+00  GA100
 1006   0.00000E+00  GA101
 1007   0.00000E+00  GA102
 1008   0.00000E+00  GA103
 1009   0.00000E+00  GA104
 1010   0.00000E+00  GA105
 1011   0.00000E+00  GA106
 1012   0.00000E+00  GA107
 1013   0.00000E+00  GA108
 1014   0.00000E+00  GE 55
 1015   0.00000E+00  GE 56
 1016   0.00000E+00  GE 57
 1017   0.00000E+00  GE 58
 1018   0.00000E+00  GE 59
 1019   0.00000E+00  GE 60
 1020   0.00000E+00  GE 61
 1021   0.00000E+00  GE 62
 1022   0.00000E+00  GE 63
 1023   0.00000E+00  GE 64
 1024   0.00000E+00  GE 65
 1025   0.00000E+00  GE 66
 1026   0.00000E+00  GE 67
 1027   0.00000E+00  GE 68
 1028   0.00000E+00  GE 69
 1029   0.00000E+00  GE 70
 1030   0.00000E+00  GE 71
 1031   0.00000E+00  GE 72
 1032   0.00000E+00  GE 73
 1033   0.00000E+00  GE 74
 1034   0.00000E+00  GE 75
 1035   0.00000E+00  GE 76
 1036   0.00000E+00  GE 77
 1037   0.00000E+00  GE 78
 1038   0.00000E+00  GE 79
 1039   0.00000E+00  GE 80
 1040   0.00000E+00  GE 81
 1041   0.00000E+00  GE 82
 1042   0.00000E+00  GE 83
 1043   0.00000E+00  GE 84
 1044   0.00000E+00  GE 85
 1045   0.00000E+00  GE 86
 1046   0.00000E+00  GE 87
 1047   0.00000E+00  GE 88
 1048   0.00000E+00  GE 89
 1049   0.00000E+00  GE 90
 1050   0.00000E+00  GE 91
 1051   0.00000E+00  GE 92
 1052   0.00000E+00  GE 93
 1053   0.00000E+00  GE 94
 1054   0.00000E+00  GE 95
 1055   0.00000E+00  GE 96
 1056   0.00000E+00  GE 97
 1057   0.00000E+00  GE 98
 1058   0.00000E+00  GE 99
 1059   0.00000E+00  GE100
 1060   0.00000E+00  GE101
 1061   0.00000E+00  GE102
 1062   0.00000E+00  GE103
 1063   0.00000E+00  GE104
 1064   0.00000E+00  GE105
 1065   0.00000E+00  GE106
 1066   0.00000E+00  GE107
 1067   0.00000E+00  GE108
 1068   0.00000E+00  GE109
 1069   0.00000E+00  GE110
 1070   0.00000E+00  GE111
 1071   0.00000E+00  GE112
 1072   0.00000E+00  AS 57
 1073   0.00000E+00  AS 58
 1074   0.00000E+00  AS 59
 1075   0.00000E+00  AS 60
 1076   0.00000E+00  AS 61
 1077   0.00000E+00  AS 62
 1078   0.00000E+00  AS 63
 1079   0.00000E+00  AS 64
 1080   0.00000E+00  AS 65
 1081   0.00000E+00  AS 66
 1082   0.00000E+00  AS 67
 1083   0.00000E+00  AS 68
 1084   0.00000E+00  AS 69
 1085   0.00000E+00  AS 70
 1086   0.00000E+00  AS 71
 1087   0.00000E+00  AS 72
 1088   0.00000E+00  AS 73
 1089   0.00000E+00  AS 74
 1090   0.00000E+00  AS 75
 1091   0.00000E+00  AS 76
 1092   0.00000E+00  AS 77
 1093   0.00000E+00  AS 78
 1094   0.00000E+00  AS 79
 1095   0.00000E+00  AS 80
 1096   0.00000E+00  AS 81
 1097   0.00000E+00  AS 82
 1098   0.00000E+00  AS 83
 1099   0.00000E+00  AS 84
 1100   0.00000E+00  AS 85
 1101   0.00000E+00  AS 86
 1102   0.00000E+00  AS 87
 1103   0.00000E+00  AS 88
 1104   0.00000E+00  AS 89
 1105   0.00000E+00  AS 90
 1106   0.00000E+00  AS 91
 1107   0.00000E+00  AS 92
 1108   0.00000E+00  AS 93
 1109   0.00000E+00  AS 94
 1110   0.00000E+00  AS 95
 1111   0.00000E+00  AS 96
 1112   0.00000E+00  AS 97
 1113   0.00000E+00  AS 98
 1114   0.00000E+00  AS 99
 1115   0.00000E+00  AS100
 1116   0.00000E+00  AS101
 1117   0.00000E+00  AS102
 1118   0.00000E+00  AS103
 1119   0.00000E+00  AS104
 1120   0.00000E+00  AS105
 1121   0.00000E+00  AS106
 1122   0.00000E+00  AS107
 1123   0.00000E+00  AS108
 1124   0.00000E+00  AS109
 1125   0.00000E+00  AS110
 1126   0.00000E+00  AS111
 1127   0.00000E+00  AS112
 1128   0.00000E+00  AS113
 1129   0.00000E+00  AS114
 1130   0.00000E+00  AS115
 1131   0.00000E+00  SE 59
 1132   0.00000E+00  SE 60
 1133   0.00000E+00  SE 61
 1134   0.00000E+00  SE 62
 1135   0.00000E+00  SE 63
 1136   0.00000E+00  SE 64
 1137   0.00000E+00  SE 65
 1138   0.00000E+00  SE 66
 1139   0.00000E+00  SE 67
 1140   0.00000E+00  SE 68
 1141   0.00000E+00  SE 69
 1142   0.00000E+00  SE 70
 1143   0.00000E+00  SE 71
 1144   0.00000E+00  SE 72
 1145   0.00000E+00  SE 73
 1146   0.00000E+00  SE 74
 1147   0.00000E+00  SE 75
 1148   0.00000E+00  SE 76
 1149   0.00000E+00  SE 77
 1150   0.00000E+00  SE 78
 1151   0.00000E+00  SE 79
 1152   0.00000E+00  SE 80
 1153   0.00000E+00  SE 81
 1154   0.00000E+00  SE 82
 1155   0.00000E+00  SE 83
 1156   0.00000E+00  SE 84
 1157   0.00000E+00  SE 85
 1158   0.00000E+00  SE 86
 1159   0.00000E+00  SE 87
 1160   0.00000E+00  SE 88
 1161   0.00000E+00  SE 89
 1162   0.00000E+00  SE 90
 1163   0.00000E+00  SE 91
 1164   0.00000E+00  SE 92
 1165   0.00000E+00  SE 93
 1166   0.00000E+00  SE 94
 1167   0.00000E+00  SE 95
 1168   0.00000E+00  SE 96
 1169   0.00000E+00  SE 97
 1170   0.00000E+00  SE 98
 1171   0.00000E+00  SE 99
 1172   0.00000E+00  SE100
 1173   0.00000E+00  SE101
 1174   0.00000E+00  SE102
 1175   0.00000E+00  SE103
 1176   0.00000E+00  SE104
 1177   0.00000E+00  SE105
 1178   0.00000E+00  SE106
 1179   0.00000E+00  SE107
 1180   0.00000E+00  SE108
 1181   0.00000E+00  SE109
 1182   0.00000E+00  SE110
 1183   0.00000E+00  SE111
 1184   0.00000E+00  SE112
 1185   0.00000E+00  SE113
 1186   0.00000E+00  SE114
 1187   0.00000E+00  SE115
 1188   0.00000E+00  SE116
 1189   0.00000E+00  SE117
 1190   0.00000E+00  SE118
 1191   0.00000E+00  BR 61
 1192   0.00000E+00  BR 62
 1193   0.00000E+00  BR 63
 1194   0.00000E+00  BR 64
 1195   0.00000E+00  BR 65
 1196   0.00000E+00  BR 66
 1197   0.00000E+00  BR 67
 1198   0.00000E+00  BR 68
 1199   0.00000E+00  BR 69
 1200   0.00000E+00  BR 70
 1201   0.00000E+00  BR 71
 1202   0.00000E+00  BR 72
 1203   0.00000E+00  BR 73
 1204   0.00000E+00  BR 74
 1205   0.00000E+00  BR 75
 1206   0.00000E+00  BR 76
 1207   0.00000E+00  BR 77
 1208   0.00000E+00  BR 78
 1209   0.00000E+00  BR 79
 1210   0.00000E+00  BR 80
 1211   0.00000E+00  BR 81
 1212   0.00000E+00  BR 82
 1213   0.00000E+00  BR 83
 1214   0.00000E+00  BR 84
 1215   0.00000E+00  BR 85
 1216   0.00000E+00  BR 86
 1217   0.00000E+00  BR 87
 1218   0.00000E+00  BR 88
 1219   0.00000E+00  BR 89
 1220   0.00000E+00  BR 90
 1221   0.00000E+00  BR 91
 1222   0.00000E+00  BR 92
 1223   0.00000E+00  BR 93
 1224   0.00000E+00  BR 94
 1225   0.00000E+00  BR 95
 1226   0.00000E+00  BR 96
 1227   0.00000E+00  BR 97
 1228   0.00000E+00  BR 98
 1229   0.00000E+00  BR 99
 1230   0.00000E+00  BR100
 1231   0.00000E+00  BR101
 1232   0.00000E+00  BR102
 1233   0.00000E+00  BR103
 1234   0.00000E+00  BR104
 1235   0.00000E+00  BR105
 1236   0.00000E+00  BR106
 1237   0.00000E+00  BR107
 1238   0.00000E+00  BR108
 1239   0.00000E+00  BR109
 1240   0.00000E+00  BR110
 1241   0.00000E+00  BR111
 1242   0.00000E+00  BR112
 1243   0.00000E+00  BR113
 1244   0.00000E+00  BR114
 1245   0.00000E+00  BR115
 1246   0.00000E+00  BR116
 1247   0.00000E+00  BR117
 1248   0.00000E+00  BR118
 1249   0.00000E+00  BR119
 1250   0.00000E+00  BR120
 1251   0.00000E+00  BR121
 1252   0.00000E+00  KR 63
 1253   0.00000E+00  KR 64
 1254   0.00000E+00  KR 65
 1255   0.00000E+00  KR 66
 1256   0.00000E+00  KR 67
 1257   0.00000E+00  KR 68
 1258   0.00000E+00  KR 69
 1259   0.00000E+00  KR 70
 1260   0.00000E+00  KR 71
 1261   0.00000E+00  KR 72
 1262   0.00000E+00  KR 73
 1263   0.00000E+00  KR 74
 1264   0.00000E+00  KR 75
 1265   0.00000E+00  KR 76
 1266   0.00000E+00  KR 77
 1267   0.00000E+00  KR 78
 1268   0.00000E+00  KR 79
 1269   0.00000E+00  KR 80
 1270   0.00000E+00  KR 81
 1271   0.00000E+00  KR 82
 1272   0.00000E+00  KR 83
 1273   0.00000E+00  KR 84
 1274   0.00000E+00  KR 85
 1275   0.00000E+00  KR 86
 1276   0.00000E+00  KR 87
 1277   0.00000E+00  KR 88
 1278   0.00000E+00  KR 89
 1279   0.00000E+00  KR 90
 1280   0.00000E+00  KR 91
 1281   0.00000E+00  KR 92
 1282   0.00000E+00  KR 93
 1283   0.00000E+00  KR 94
 1284   0.00000E+00  KR 95
 1285   0.00000E+00  KR 96
 1286   0.00000E+00  KR 97
 1287   0.00000E+00  KR 98
 1288   0.00000E+00  KR 99
 1289   0.00000E+00  KR100
 1290   0.00000E+00  KR101
 1291   0.00000E+00  KR102
 1292   0.00000E+00  KR103
 1293   0.00000E+00  KR104
 1294   0.00000E+00  KR105
 1295   0.00000E+00  KR106
 1296   0.00000E+00  KR107
 1297   0.00000E+00  KR108
 1298   0.00000E+00  KR109
 1299   0.00000E+00  KR110
 1300   0.00000E+00  KR111
 1301   0.00000E+00  KR112
 1302   0.00000E+00  KR113
 1303   0.00000E+00  KR114
 1304   0.00000E+00  KR115
 1305   0.00000E+00  KR116
 1306   0.00000E+00  KR117
 1307   0.00000E+00  KR118
 1308   0.00000E+00  KR119
 1309   0.00000E+00  KR120
 1310   0.00000E+00  KR121
 1311   0.00000E+00  KR122
 1312   0.00000E+00  KR123
 1313   0.00000E+00  KR124
 1314   0.00000E+00  RB 66
 1315   0.00000E+00  RB 67
 1316   0.00000E+00  RB 68
 1317   0.00000E+00  RB 69
 1318   0.00000E+00  RB 70
 1319   0.00000E+00  RB 71
 1320   0.00000E+00  RB 72
 1321   0.00000E+00  RB 73
 1322   0.00000E+00  RB 74
 1323   0.00000E+00  RB 75
 1324   0.00000E+00  RB 76
 1325   0.00000E+00  RB 77
 1326   0.00000E+00  RB 78
 1327   0.00000E+00  RB 79
 1328   0.00000E+00  RB 80
 1329   0.00000E+00  RB 81
 1330   0.00000E+00  RB 82
 1331   0.00000E+00  RB 83
 1332   0.00000E+00  RB 84
 1333   0.00000E+00  RB 85
 1334   0.00000E+00  RB 86
 1335   0.00000E+00  RB 87
 1336   0.00000E+00  RB 88
 1337   0.00000E+00  RB 89
 1338   0.00000E+00  RB 90
 1339   0.00000E+00  RB 91
 1340   0.00000E+00  RB 92
 1341   0.00000E+00  RB 93
 1342   0.00000E+00  RB 94
 1343   0.00000E+00  RB 95
 1344   0.00000E+00  RB 96
 1345   0.00000E+00  RB 97
 1346   0.00000E+00  RB 98
 1347   0.00000E+00  RB 99
 1348   0.00000E+00  RB100
 1349   0.00000E+00  RB101
 1350   0.00000E+00  RB102
 1351   0.00000E+00  RB103
 1352   0.00000E+00  RB104
 1353   0.00000E+00  RB105
 1354   0.00000E+00  RB106
 1355   0.00000E+00  RB107
 1356   0.00000E+00  RB108
 1357   0.00000E+00  RB109
 1358   0.00000E+00  RB110
 1359   0.00000E+00  RB111
 1360   0.00000E+00  RB112
 1361   0.00000E+00  RB113
 1362   0.00000E+00  RB114
 1363   0.00000E+00  RB115
 1364   0.00000E+00  RB116
 1365   0.00000E+00  RB117
 1366   0.00000E+00  RB118
 1367   0.00000E+00  RB119
 1368   0.00000E+00  RB120
 1369   0.00000E+00  RB121
 1370   0.00000E+00  RB122
 1371   0.00000E+00  RB123
 1372   0.00000E+00  RB124
 1373   0.00000E+00  RB125
 1374   0.00000E+00  RB126
 1375   0.00000E+00  RB127
 1376   0.00000E+00  RB128
 1377   0.00000E+00  SR 68
 1378   0.00000E+00  SR 69
 1379   0.00000E+00  SR 70
 1380   0.00000E+00  SR 71
 1381   0.00000E+00  SR 72
 1382   0.00000E+00  SR 73
 1383   0.00000E+00  SR 74
 1384   0.00000E+00  SR 75
 1385   0.00000E+00  SR 76
 1386   0.00000E+00  SR 77
 1387   0.00000E+00  SR 78
 1388   0.00000E+00  SR 79
 1389   0.00000E+00  SR 80
 1390   0.00000E+00  SR 81
 1391   0.00000E+00  SR 82
 1392   0.00000E+00  SR 83
 1393   0.00000E+00  SR 84
 1394   0.00000E+00  SR 85
 1395   0.00000E+00  SR 86
 1396   0.00000E+00  SR 87
 1397   0.00000E+00  SR 88
 1398   0.00000E+00  SR 89
 1399   0.00000E+00  SR 90
 1400   0.00000E+00  SR 91
 1401   0.00000E+00  SR 92
 1402   0.00000E+00  SR 93
 1403   0.00000E+00  SR 94
 1404   0.00000E+00  SR 95
 1405   0.00000E+00  SR 96
 1406   0.00000E+00  SR 97
 1407   0.00000E+00  SR 98
 1408   0.00000E+00  SR 99
 1409   0.00000E+00  SR100
 1410   0.00000E+00  SR101
 1411   0.00000E+00  SR102
 1412   0.00000E+00  SR103
 1413   0.00000E+00  SR104
 1414   0.00000E+00  SR105
 1415   0.00000E+00  SR106
 1416   0.00000E+00  SR107
 1417   0.00000E+00  SR108
 1418   0.00000E+00  SR109
 1419   0.00000E+00  SR110
 1420   0.00000E+00  SR111
 1421   0.00000E+00  SR112
 1422   0.00000E+00  SR113
 1423   0.00000E+00  SR114
 1424   0.00000E+00  SR115
 1425   0.00000E+00  SR116
 1426   0.00000E+00  SR117
 1427   0.00000E+00  SR118
 1428   0.00000E+00  SR119
 1429   0.00000E+00  SR120
 1430   0.00000E+00  SR121
 1431   0.00000E+00  SR122
 1432   0.00000E+00  SR123
 1433   0.00000E+00  SR124
 1434   0.00000E+00  SR125
 1435   0.00000E+00  SR126
 1436   0.00000E+00  SR127
 1437   0.00000E+00  SR128
 1438   0.00000E+00  SR129
 1439   0.00000E+00  SR130
 1440   0.00000E+00  SR131
 1441   0.00000E+00  Y  70
 1442   0.00000E+00  Y  71
 1443   0.00000E+00  Y  72
 1444   0.00000E+00  Y  73
 1445   0.00000E+00  Y  74
 1446   0.00000E+00  Y  75
 1447   0.00000E+00  Y  76
 1448   0.00000E+00  Y  77
 1449   0.00000E+00  Y  78
 1450   0.00000E+00  Y  79
 1451   0.00000E+00  Y  80
 1452   0.00000E+00  Y  81
 1453   0.00000E+00  Y  82
 1454   0.00000E+00  Y  83
 1455   0.00000E+00  Y  84
 1456   0.00000E+00  Y  85
 1457   0.00000E+00  Y  86
 1458   0.00000E+00  Y  87
 1459   0.00000E+00  Y  88
 1460   0.00000E+00  Y  89
 1461   0.00000E+00  Y  90
 1462   0.00000E+00  Y  91
 1463   0.00000E+00  Y  92
 1464   0.00000E+00  Y  93
 1465   0.00000E+00  Y  94
 1466   0.00000E+00  Y  95
 1467   0.00000E+00  Y  96
 1468   0.00000E+00  Y  97
 1469   0.00000E+00  Y  98
 1470   0.00000E+00  Y  99
 1471   0.00000E+00  Y 100
 1472   0.00000E+00  Y 101
 1473   0.00000E+00  Y 102
 1474   0.00000E+00  Y 103
 1475   0.00000E+00  Y 104
 1476   0.00000E+00  Y 105
 1477   0.00000E+00  Y 106
 1478   0.00000E+00  Y 107
 1479   0.00000E+00  Y 108
 1480   0.00000E+00  Y 109
 1481   0.00000E+00  Y 110
 1482   0.00000E+00  Y 111
 1483   0.00000E+00  Y 112
 1484   0.00000E+00  Y 113
 1485   0.00000E+00  Y 114
 1486   0.00000E+00  Y 115
 1487   0.00000E+00  Y 116
 1488   0.00000E+00  Y 117
 1489   0.00000E+00  Y 118
 1490   0.00000E+00  Y 119
 1491   0.00000E+00  Y 120
 1492   0.00000E+00  Y 121
 1493   0.00000E+00  Y 122
 1494   0.00000E+00  Y 123
 1495   0.00000E+00  Y 124
 1496   0.00000E+00  Y 125
 1497   0.00000E+00  Y 126
 1498   0.00000E+00  Y 127
 1499   0.00000E+00  Y 128
 1500   0.00000E+00  Y 129
 1501   0.00000E+00  Y 130
 1502   0.00000E+00  Y 131
 1503   0.00000E+00  Y 132
 1504   0.00000E+00  Y 133
 1505   0.00000E+00  Y 134
 1506   0.00000E+00  ZR 72
 1507   0.00000E+00  ZR 73
 1508   0.00000E+00  ZR 74
 1509   0.00000E+00  ZR 75
 1510   0.00000E+00  ZR 76
 1511   0.00000E+00  ZR 77
 1512   0.00000E+00  ZR 78
 1513   0.00000E+00  ZR 79
 1514   0.00000E+00  ZR 80
 1515   0.00000E+00  ZR 81
 1516   0.00000E+00  ZR 82
 1517   0.00000E+00  ZR 83
 1518   0.00000E+00  ZR 84
 1519   0.00000E+00  ZR 85
 1520   0.00000E+00  ZR 86
 1521   0.00000E+00  ZR 87
 1522   0.00000E+00  ZR 88
 1523   0.00000E+00  ZR 89
 1524   0.00000E+00  ZR 90
 1525   0.00000E+00  ZR 91
 1526   0.00000E+00  ZR 92
 1527   0.00000E+00  ZR 93
 1528   0.00000E+00  ZR 94
 1529   0.00000E+00  ZR 95
 1530   0.00000E+00  ZR 96
 1531   0.00000E+00  ZR 97
 1532   0.00000E+00  ZR 98
 1533   0.00000E+00  ZR 99
 1534   0.00000E+00  ZR100
 1535   0.00000E+00  ZR101
 1536   0.00000E+00  ZR102
 1537   0.00000E+00  ZR103
 1538   0.00000E+00  ZR104
 1539   0.00000E+00  ZR105
 1540   0.00000E+00  ZR106
 1541   0.00000E+00  ZR107
 1542   0.00000E+00  ZR108
 1543   0.00000E+00  ZR109
 1544   0.00000E+00  ZR110
 1545   0.00000E+00  ZR111
 1546   0.00000E+00  ZR112
 1547   0.00000E+00  ZR113
 1548   0.00000E+00  ZR114
 1549   0.00000E+00  ZR115
 1550   0.00000E+00  ZR116
 1551   0.00000E+00  ZR117
 1552   0.00000E+00  ZR118
 1553   0.00000E+00  ZR119
 1554   0.00000E+00  ZR120
 1555   0.00000E+00  ZR121
 1556   0.00000E+00  ZR122
 1557   0.00000E+00  ZR123
 1558   0.00000E+00  ZR124
 1559   0.00000E+00  ZR125
 1560   0.00000E+00  ZR126
 1561   0.00000E+00  ZR127
 1562   0.00000E+00  ZR128
 1563   0.00000E+00  ZR129
 1564   0.00000E+00  ZR130
 1565   0.00000E+00  ZR131
 1566   0.00000E+00  ZR132
 1567   0.00000E+00  ZR133
 1568   0.00000E+00  ZR134
 1569   0.00000E+00  ZR135
 1570   0.00000E+00  ZR136
 1571   0.00000E+00  ZR137
 1572   0.00000E+00  NB 74
 1573   0.00000E+00  NB 75
 1574   0.00000E+00  NB 76
 1575   0.00000E+00  NB 77
 1576   0.00000E+00  NB 78
 1577   0.00000E+00  NB 79
 1578   0.00000E+00  NB 80
 1579   0.00000E+00  NB 81
 1580   0.00000E+00  NB 82
 1581   0.00000E+00  NB 83
 1582   0.00000E+00  NB 84
 1583   0.00000E+00  NB 85
 1584   0.00000E+00  NB 86
 1585   0.00000E+00  NB 87
 1586   0.00000E+00  NB 88
 1587   0.00000E+00  NB 89
 1588   0.00000E+00  NB 90
 1589   0.00000E+00  NB 91
 1590   0.00000E+00  NB 92
 1591   0.00000E+00  NB 93
 1592   0.00000E+00  NB 94
 1593   0.00000E+00  NB 95
 1594   0.00000E+00  NB 96
 1595   0.00000E+00  NB 97
 1596   0.00000E+00  NB 98
 1597   0.00000E+00  NB 99
 1598   0.00000E+00  NB100
 1599   0.00000E+00  NB101
 1600   0.00000E+00  NB102
 1601   0.00000E+00  NB103
 1602   0.00000E+00  NB104
 1603   0.00000E+00  NB105
 1604   0.00000E+00  NB106
 1605   0.00000E+00  NB107
 1606   0.00000E+00  NB108
 1607   0.00000E+00  NB109
 1608   0.00000E+00  NB110
 1609   0.00000E+00  NB111
 1610   0.00000E+00  NB112
 1611   0.00000E+00  NB113
 1612   0.00000E+00  NB114
 1613   0.00000E+00  NB115
 1614   0.00000E+00  NB116
 1615   0.00000E+00  NB117
 1616   0.00000E+00  NB118
 1617   0.00000E+00  NB119
 1618   0.00000E+00  NB120
 1619   0.00000E+00  NB121
 1620   0.00000E+00  NB122
 1621   0.00000E+00  NB123
 1622   0.00000E+00  NB124
 1623   0.00000E+00  NB125
 1624   0.00000E+00  NB126
 1625   0.00000E+00  NB127
 1626   0.00000E+00  NB128
 1627   0.00000E+00  NB129
 1628   0.00000E+00  NB130
 1629   0.00000E+00  NB131
 1630   0.00000E+00  NB132
 1631   0.00000E+00  NB133
 1632   0.00000E+00  NB134
 1633   0.00000E+00  NB135
 1634   0.00000E+00  NB136
 1635   0.00000E+00  NB137
 1636   0.00000E+00  NB138
 1637   0.00000E+00  NB139
 1638   0.00000E+00  NB140
 1639   0.00000E+00  MO 77
 1640   0.00000E+00  MO 78
 1641   0.00000E+00  MO 79
 1642   0.00000E+00  MO 80
 1643   0.00000E+00  MO 81
 1644   0.00000E+00  MO 82
 1645   0.00000E+00  MO 83
 1646   0.00000E+00  MO 84
 1647   0.00000E+00  MO 85
 1648   0.00000E+00  MO 86
 1649   0.00000E+00  MO 87
 1650   0.00000E+00  MO 88
 1651   0.00000E+00  MO 89
 1652   0.00000E+00  MO 90
 1653   0.00000E+00  MO 91
 1654   0.00000E+00  MO 92
 1655   0.00000E+00  MO 93
 1656   0.00000E+00  MO 94
 1657   0.00000E+00  MO 95
 1658   0.00000E+00  MO 96
 1659   0.00000E+00  MO 97
 1660   0.00000E+00  MO 98
 1661   0.00000E+00  MO 99
 1662   0.00000E+00  MO100
 1663   0.00000E+00  MO101
 1664   0.00000E+00  MO102
 1665   0.00000E+00  MO103
 1666   0.00000E+00  MO104
 1667   0.00000E+00  MO105
 1668   0.00000E+00  MO106
 1669   0.00000E+00  MO107
 1670   0.00000E+00  MO108
 1671   0.00000E+00  MO109
 1672   0.00000E+00  MO110
 1673   0.00000E+00  MO111
 1674   0.00000E+00  MO112
 1675   0.00000E+00  MO113
 1676   0.00000E+00  MO114
 1677   0.00000E+00  MO115
 1678   0.00000E+00  MO116
 1679   0.00000E+00  MO117
 1680   0.00000E+00  MO118
 1681   0.00000E+00  MO119
 1682   0.00000E+00  MO120
 1683   0.00000E+00  MO121
 1684   0.00000E+00  MO122
 1685   0.00000E+00  MO123
 1686   0.00000E+00  MO124
 1687   0.00000E+00  MO125
 1688   0.00000E+00  MO126
 1689   0.00000E+00  MO127
 1690   0.00000E+00  MO128
 1691   0.00000E+00  MO129
 1692   0.00000E+00  MO130
 1693   0.00000E+00  MO131
 1694   0.00000E+00  MO132
 1695   0.00000E+00  MO133
 1696   0.00000E+00  MO134
 1697   0.00000E+00  MO135
 1698   0.00000E+00  MO136
 1699   0.00000E+00  MO137
 1700   0.00000E+00  MO138
 1701   0.00000E+00  MO139
 1702   0.00000E+00  MO140
 1703   0.00000E+00  MO141
 1704   0.00000E+00  MO142
 1705   0.00000E+00  MO143
 1706   0.00000E+00  MO144
 1707   0.00000E+00  TC 79
 1708   0.00000E+00  TC 80
 1709   0.00000E+00  TC 81
 1710   0.00000E+00  TC 82
 1711   0.00000E+00  TC 83
 1712   0.00000E+00  TC 84
 1713   0.00000E+00  TC 85
 1714   0.00000E+00  TC 86
 1715   0.00000E+00  TC 87
 1716   0.00000E+00  TC 88
 1717   0.00000E+00  TC 89
 1718   0.00000E+00  TC 90
 1719   0.00000E+00  TC 91
 1720   0.00000E+00  TC 92
 1721   0.00000E+00  TC 93
 1722   0.00000E+00  TC 94
 1723   0.00000E+00  TC 95
 1724   0.00000E+00  TC 96
 1725   0.00000E+00  TC 97
 1726   0.00000E+00  TC 98
